id,binding_model_id,create_uid,write_uid,type,binding_type,binding_view_types,name,help,create_date,write_date,view_id,res_id,limit,search_view_id,domain,context,res_model,target,view_mode,mobile_view_mode,usage,filter
213,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Websites""}",,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,1203,,80,,,{},website,current,"tree,form",kanban,,
214,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Website Menu""}",,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,1205,,80,,,{'search_default_group_by_website_id':1},website.menu,current,"tree,form",kanban,,
219,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Pick a Theme""}",,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,1209,,80,1210,"[('state', '!=', 'uninstallable'), ('category_id', 'not in', [4, False]), '|', ('category_id', '=', 71), ('category_id.parent_id', '=', 71)]",{},ir.module.module,fullscreen,"kanban,form",kanban,,
222,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Website Pages""}",,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,,,80,,,{},website.page,current,"tree,kanban",kanban,,
223,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Website Model Pages""}",,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,,,80,,,{},website.controller.page,current,"tree,kanban,form",kanban,,
224,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Page Views History""}","{""en_US"": ""<p class=\""o_view_nocontent_empty_folder\"">\n              No page views yet for this visitor\n            </p>\n        ""}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,,,80,,"[('visitor_id', '=', active_id), ('url', '!=', False)]",{},website.track,current,tree,kanban,,
225,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Partners""}","{""en_US"": ""<p class=\""o_view_nocontent_empty_folder\"">\n              No partner linked for this visitor\n            </p>\n        ""}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,,,80,,"[('visitor_ids', 'in', [active_id])]",{},res.partner,current,"tree,form",kanban,,
226,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Visitors""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n            No Visitors yet!\n          </p><p>\n            Wait for visitors to come to your website to see their history and engage with them.\n          </p>\n        ""}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,,,80,,,{'search_default_filter_last_7_days':1},website.visitor,current,"kanban,tree,form,graph",kanban,,
227,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Page Views""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n            Wait for visitors to come to your website to see the pages they viewed.\n          </p>\n        ""}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,,,80,,,"{'search_default_type_url': 1, 'create': False, 'edit': False, 'copy': False}",website.track,current,tree,kanban,,
228,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Settings""}",,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,,,80,,,"{'module' : 'website', 'bin_size': False}",res.config.settings,inline,form,kanban,,
229,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Rewrite""}",,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475,,,80,,,{},website.rewrite,current,"tree,form",kanban,,
230,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""My Dashboard""}",,2024-04-18 07:41:04.619729,2024-04-18 07:41:04.619729,1272,,80,,,{'disable_toolbar': True},board.board,current,form,kanban,menu,
233,430,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Create Employee""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,,,{},wizard.op.faculty.employee,new,form,kanban,,
234,430,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Create Users""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,,,{},wizard.op.faculty,new,form,kanban,,
235,433,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Create Users""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,,,{},wizard.op.student,new,form,kanban,,
236,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Departments""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1284,[],{},op.department,current,"tree,form",kanban,,
237,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Students""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1290,[],{},op.student,current,"kanban,tree,form",kanban,,
238,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Students""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1290,[],{},op.student,current,"kanban,tree,form",kanban,,
239,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Categories""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1294,[],{},op.category,current,"tree,form",kanban,,
240,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Courses""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1297,[],{},op.course,current,"tree,form,pivot",kanban,,
241,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Batches""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1301,[],{},op.batch,current,"tree,form,pivot",kanban,,
242,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Subjects""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1305,[],{},op.subject,current,"tree,form",kanban,,
243,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Faculties""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1309,[],{},op.faculty,current,"kanban,tree,form",kanban,,
244,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Faculties""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1309,[],{},op.faculty,current,"kanban,tree,form",kanban,,
245,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Subject Registration""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1312,[],{},op.subject.registration,current,"tree,form,graph,pivot",kanban,,
246,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Settings""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,1315,,80,,,{'module' : 'tarcin_core'},res.config.settings,inline,form,kanban,,
247,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Student Course Detail""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1319,,{},op.student.course,current,"tree,form,pivot",kanban,,
248,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Academic Year""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1323,,{},op.academic.year,current,"tree,form",kanban,,
249,,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Academic Term""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,1326,,{},op.academic.term,current,"tree,form",kanban,,
251,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Settings""}",,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971,,,80,,,{'module' : 'tarcin_core'},res.config.settings,inline,form,kanban,,
14,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Scheduled Actions""}",,2024-04-18 07:38:41.908233,2024-04-18 07:41:05.464971,30,,80,,"[('id', 'not in', [4, 18])]",{'search_default_all': 1},ir.cron,current,"tree,form,calendar",kanban,,
252,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Units of Measure""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n            Add a new unit of measure\n          </p><p>\n            You must define a conversion rate between several Units of\n            Measure within the same category.\n          </p>\n        ""}",2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522,1327,,80,1329,,{},uom.uom,current,"tree,form",kanban,,
253,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Units of Measure Categories""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n            Add a new unit of measure category\n          </p><p>\n            Units of measure belonging to the same category can be\n            converted between each others. For example, in the category\n            <i>'Time'</i>, you will have the following units of measure:\n            Hours, Days.\n          </p>\n        ""}",2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522,,,80,,,{'allow_to_change_reference': 1},uom.category,current,"tree,form",kanban,,
254,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Gross Margin""}","{""en_US"": ""<p class=\""o_view_nocontent_empty_folder\"">\n                No activity yet on this account\n            </p><p>\n                In Odoo, sales orders and projects are implemented using\n                analytic accounts. You can track costs and revenues to analyse\n                your margins easily.\n            </p><p>\n                Costs will be created automatically when you register supplier\n                invoices, expenses or timesheets.\n            </p><p>\n                Revenues will be created automatically when you create customer\n                invoices. Customer invoices can be created based on sales orders\n                (fixed price invoices), on timesheets (based on the work done) or\n                on expenses (e.g. reinvoicing of travel costs).\n            </p>\n        ""}",2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521,1333,,80,1334,"[('auto_account_id','=', active_id)]",{'search_default_group_date': 1},account.analytic.line,current,"tree,form,graph,pivot",kanban,,
256,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Chart of Analytic Accounts""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                Add a new analytic account\n              </p>\n            ""}",2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521,1340,,80,1343,,{'search_default_active':1},account.analytic.account,current,"tree,kanban,form",kanban,,
257,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Analytic Accounts""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                Add a new analytic account\n              </p>\n            ""}",2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521,,,80,1343,,{'search_default_active':1},account.analytic.account,current,"tree,kanban,form",kanban,,
258,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Analytic Plans""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n              Click to add a new analytic account plan.\n          </p>\n        ""}",2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521,,,80,,"[('parent_id', '=', False)]",{},account.analytic.plan,current,"tree,form",kanban,,
259,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Analytic Distribution Models""}",,2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521,,,80,,,{},account.analytic.distribution.model,current,"tree,form",kanban,,
260,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Contacts""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n            Create a Contact in your address book\n          </p><p>\n            Odoo helps you track all activities related to your contacts.\n          </p>\n        ""}",2024-04-18 07:41:10.595876,2024-04-18 07:41:10.595876,,,80,127,,{'default_is_company': True},res.partner,current,"kanban,tree,form,activity",kanban,,
261,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Grant Badge""}",,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546,1349,,80,,,"{
            'default_badge_id': active_id,
            'badge_id': active_id
        }",gamification.badge.user.wizard,new,"tree,form",kanban,,
262,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Users""}",,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546,,,80,,"[('rank_id', '=', active_id)]",{},res.users,current,"tree,form",kanban,,
263,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Create User""}","{""en_US"": ""<p>Create and manage users that will connect to the system. Users can be deactivated should there be a period of time during which they will/should not connect to the system. You can assign them groups in order to give them specific access to the applications they need to use in the system.</p>""}",2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546,161,,80,,,{},res.users,current,"tree,form",kanban,,
264,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Ranks""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                    Create a new rank\n                </p><p>\n                    A rank correspond to a fixed karma level. The more you have karma, the more your rank is high.\n                    This is used to quickly know which user is new or old or highly or not active.\n                </p>\n            ""}",2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546,,,80,,,{},gamification.karma.rank,current,"tree,form",kanban,,
265,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Karma Tracking""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                No Karma Tracking\n            </p>\n            <p>\n                Track the sources of the users karma and monitor\n            </p>\n        ""}",2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546,,,80,,,{},gamification.karma.tracking,current,"tree,form",kanban,,
266,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Badges""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                Create a new badge\n            </p><p>\n                A badge is a symbolic token granted to a user as a sign of reward.\n                It can be deserved automatically when some conditions are met or manually by users.\n                Some badges are harder than others to get with specific conditions.\n            </p>\n        ""}",2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546,,,80,1357,,{},gamification.badge,current,"kanban,tree,form",kanban,,
267,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Goals""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                Create a new goal\n            </p><p>\n                A goal is defined by a user and a goal definition.\n                Goals can be created automatically by using challenges.\n            </p>\n        ""}",2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546,,,80,,,"{'search_default_group_by_user': True, 'search_default_group_by_definition': True}",gamification.goal,current,"tree,form,kanban",kanban,,
268,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Related Goals""}","{""en_US"": ""<p class=\""o_view_nocontent_empty_folder\"">\n                No goal found\n          </p><p>\n            There is no goal associated to this challenge matching your search.\n            Make sure that your challenge is active and assigned to at least one user.\n          </p>\n        ""}",2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546,,,80,,,"{'search_default_group_by_definition': True, 'search_default_inprogress': True, 'search_default_challenge_id': active_id, 'default_challenge_id': active_id}",gamification.goal,current,"kanban,tree,form",kanban,,
269,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Goal Definitions""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                Create a new goal definition\n            </p><p>\n                A goal definition is a technical specification of a condition to reach.\n                The dates, values to reach or users are defined in goal instance.\n            </p>\n        ""}",2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546,,,80,,,{},gamification.goal.definition,current,"tree,form",kanban,,
270,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Challenges""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                Create a new challenge\n            </p><p>\n                Assign a list of goals to chosen users to evaluate them.\n                The challenge can use a period (weekly, monthly...) for automatic creation of goals.\n                The goals are created for the specified users or member of the group.\n            </p>\n        ""}",2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546,,,80,,,"{'search_default_inprogress':True, 'default_inprogress':True}",gamification.challenge,current,"kanban,tree",kanban,,
273,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Link Tracker""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                    Create a link tracker\n                </p><p>\n                    Trackers are used to collect count stat about click on links and generate short URLs.\n                </p>\n            ""}",2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849,1376,,80,,,{},link.tracker,current,"tree,form,graph",kanban,,
274,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Click Statistics""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                    No data yet!\n                </p>\n            ""}",2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849,,,80,,[],{'search_default_groupby_country_id': 1},link.tracker.click,current,"graph,tree,form",kanban,,
275,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Statistics of Clicks""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                    Create a link tracker\n                </p><p>\n                    Trackers are used to collect count stat about click on links and generate short URLs.\n                </p>\n            ""}",2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849,1376,,80,,,{'search_default_campaign_id': active_id},link.tracker,current,"tree,form,graph",kanban,,
276,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Ratings""}","{""en_US"": ""<p class=\""o_view_nocontent_empty_folder\"">\n                    No rating yet\n                </p><p>\n                    There is no rating for this object at the moment.\n                </p>\n            ""}",2024-04-18 07:41:13.778965,2024-04-18 07:41:13.778965,,,80,,,{},rating.rating,current,"kanban,tree,graph,pivot,form",kanban,,
278,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Surveys""}","{""en_US"": ""<p>\n                No Survey Found\n            </p><p>\n                Ready to test? Pick a sample or create one from scratch...\n            </p>\n            <div class=\""row mb-4\"">\n                <div class=\""col-sm-3 o_survey_sample_container\"" action=\""action_load_sample_survey\"">\n                    <div class=\""o_survey_sample_tile position-relative w-100 d-flex align-items-center justify-content-center m-auto\"">\n                        <img src=\""/survey/static/src/img/survey_sample_survey.png\"" class=\""img-fluid\"">\n                        <div class=\""o_survey_sample_tile_cover o_survey_load_sample w-100 h-100 position-absolute rounded-circle text-center text-white p-3\"">\n                            Gather feedbacks from your employees and customers\n                        </div>\n                    </div>\n                    <div class=\""my-3\"">\n                        <a class=\""o_survey_load_sample h3 text-center text-primary\"">Survey</a>\n                    </div>\n                    <a class=\""btn btn-outline-primary o_survey_load_sample\""><span>Try It</span></a>\n                </div>\n                <div class=\""col-sm-3 o_survey_sample_container\"" action=\""action_load_sample_assessment\"">\n                    <div class=\""o_survey_sample_tile position-relative w-100 d-flex align-items-center justify-content-center m-auto\"">\n                        <img src=\""/survey/static/src/img/survey_sample_assessment.png\"" class=\""img-fluid\"">\n                        <div class=\""o_survey_sample_tile_cover o_survey_load_sample w-100 h-100 position-absolute rounded-circle text-center text-white p-3\"">\n                            Handle quiz &amp; certifications\n                        </div>\n                    </div>\n                    <div class=\""my-3\"">\n                        <a class=\""o_survey_load_sample h3 text-center text-primary\"">Assessment</a>\n                    </div>\n                    <a class=\""btn btn-outline-primary o_survey_load_sample\""><span>Try It</span></a>\n                </div>\n                <div class=\""col-sm-3 o_survey_sample_container\"" action=\""action_load_sample_live_session\"">\n                    <div class=\""o_survey_sample_tile position-relative w-100 d-flex align-items-center justify-content-center m-auto\"">\n                        <img src=\""/survey/static/src/img/survey_sample_live_session.png\"" class=\""img-fluid\"">\n                        <div class=\""o_survey_sample_tile_cover o_survey_load_sample w-100 h-100 position-absolute rounded-circle text-center text-white p-3\"">\n                            Add some fun to your presentations by sharing questions live\n                        </div>\n                    </div>\n                    <div class=\""my-3\"">\n                        <a class=\""o_survey_load_sample h3 text-center text-primary\"">Live Session</a>\n                    </div>\n                    <a class=\""btn btn-outline-primary o_survey_load_sample\""><span>Try It</span></a>\n                </div>\n                <div class=\""col-sm-3 o_survey_sample_container\"" action=\""action_load_sample_custom\"">\n                    <div class=\""o_survey_sample_tile position-relative w-100 d-flex align-items-center justify-content-center m-auto\"">\n                        <img src=\""/survey/static/src/img/survey_sample_custom.png\"" class=\""img-fluid\"">\n                        <div class=\""o_survey_sample_tile_cover o_survey_load_sample w-100 h-100 position-absolute rounded-circle text-center text-white p-3\"">\n                            Create a custom survey from scratch\n                        </div>\n                    </div>\n                    <div class=\""my-3\"">\n                        <a class=\""o_survey_load_sample h3 text-center text-primary\"">Custom</a>\n                    </div>\n                    <a class=\""btn btn-outline-primary o_survey_load_sample\""><span>Try It</span></a>\n                </div>\n            </div>\n        ""}",2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723,,,80,,,{},survey.survey,current,"kanban,tree,form,activity",kanban,,
279,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Participations""}","{""en_US"": ""<p class=\""o_view_nocontent_empty_folder\"">\n                No answers yet!\n            </p><p>\n                You can share your links through different means: email, invite shortcut, live presentation, ...\n            </p>\n        ""}",2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723,1407,,80,1405,,{'search_default_group_by_survey': True},survey.user_input,current,"tree,kanban,form",kanban,,
280,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Detailed Answers""}","{""en_US"": ""<p class=\""o_view_nocontent_empty_folder\"">\n            No user input lines found\n          </p>\n        ""}",2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723,,,80,1411,,"{'search_default_group_by_survey': True, 'search_default_group_by_user_input': True}",survey.user_input.line,current,"tree,form",kanban,,
281,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Questions""}","{""en_US"": ""<p class=\""o_view_nocontent_empty_folder\"">\n            No Questions yet!\n          </p><p>\n            Come back once you have added questions to your Surveys.\n          </p>\n        ""}",2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723,,,80,1414,"[('is_page', '=', False)]","{'search_default_group_by_page': True, 'show_survey_field': True}",survey.question,current,"tree,form",kanban,,
282,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Suggested Values""}","{""en_US"": ""<p class=\""o_view_nocontent_empty_folder\"">\n            No survey labels found\n          </p>\n        ""}",2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723,,,80,1417,,{'search_default_group_by_question': True},survey.question.answer,current,"tree,form",kanban,,
283,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Certifications Succeeded""}",,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723,,,80,,,{'search_default_scoring_success': 1},survey.user_input,current,"tree,form",kanban,,
284,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Reward Employee""}",,2024-04-18 07:41:16.983829,2024-04-18 07:41:16.983829,1469,,80,,[],"{'default_employee_id': active_id, 'employee_id': active_id}",gamification.badge.user.wizard,new,form,kanban,,
285,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Goals History""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                    Create a new goal\n                </p><p>\n                    A goal is defined by a user and a goal type.\n                    Goals can be created automatically by using challenges.\n                </p>\n            ""}",2024-04-18 07:41:16.983829,2024-04-18 07:41:16.983829,,,80,,"[('challenge_id.challenge_category', '=', 'hr')]","{'search_default_group_by_user': True, 'search_default_group_by_definition': True}",gamification.goal,current,"tree,kanban",kanban,,
308,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Campaigns""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n            Create a mailing campaign\n            </p><p>\n            Campaigns are the perfect tool to track results across multiple mailings.\n            </p>\n        ""}",2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,"[('is_auto_campaign', '=', False)]",{},utm.campaign,current,"kanban,tree,form",kanban,,
515,633,1,1,ir.actions.act_window,action,form,"{""en_US"": ""Generate a Payment Link""}",,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609,1960,,80,,,{},payment.link.wizard,new,form,kanban,,
286,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Challenges""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                    Create a new challenge\n                </p><p>\n                    Assign a list of goals to chosen users to evaluate them.\n                    The challenge can use a period (weekly, monthly...) for automatic creation of goals.\n                    The goals are created for the specified users or member of the group.\n                </p>\n            ""}",2024-04-18 07:41:16.983829,2024-04-18 07:41:16.983829,,,80,,"[('challenge_category', '=', 'hr')]","{'search_default_inprogress':True, 'default_inprogress':True}",gamification.challenge,current,"kanban,tree,form",kanban,,
287,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Employee Certifications""}",,2024-04-18 07:41:18.048211,2024-04-18 07:41:18.048211,1478,,80,1479,"[('display_type','=','certification')]",{},hr.resume.line,current,"tree,form",kanban,,
290,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Import Mailing Contacts""}",,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,,{},mailing.contact.import,new,form,kanban,,
291,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Add Selected Contacts to a Mailing List""}",,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,,{},mailing.contact.to.list,new,form,kanban,,
292,473,1,1,ir.actions.act_window,action,list,"{""en_US"": ""Merge""}",,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,,{},mailing.list.merge,new,form,kanban,,
293,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Mailing Test""}",,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,,{},mailing.mailing.test,new,form,kanban,,
294,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""When do you want to send your mailing?""}",,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,,{},mailing.mailing.schedule.date,new,form,kanban,,
295,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Mass Mailing Analysis""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n    Mass Mailing Statistics allows you to check different mailing related information\n    like number of bounced mails, opened mails, replied mails. You can sort out\n    your analysis by different groups to get accurate grained analysis.\n</p>\n""}",2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,"[('mailing_type', '=', 'mail')]",{},mailing.trace.report,current,"graph,pivot,tree",kanban,,
296,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Favorite Filters""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                No saved filter yet!\n            </p><p>\n                While designing the mailing, you can define the rules to filter recipients.\n                To save the same criteria for future use, you can add it to the favorite list\n                by clicking on <i class=\""fa fa-floppy-o text-warning\""></i> icon next to \""Recipients\"".\n            </p>\n        ""}",2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,,"{'search_default_filter_saved_by_me': 1}
        ",mailing.filter,current,"tree,form",kanban,,
297,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Mailing Traces""}",,2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,[],{},mailing.trace,current,"tree,form,graph,pivot",kanban,,
298,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Mail Statistics""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                No data yet!\n            </p>\n        ""}",2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,[],{'search_default_mass_mailing_id': active_id},mailing.trace,current,"graph,tree,form,pivot",kanban,,
299,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Mailing List Contacts""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n                Create a mailing contact\n            </p><p>\n                Mailing contacts allow you to separate your marketing audience from your business contact directory.\n            </p>\n        ""}",2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,,{'search_default_filter_not_email_bl': 1},mailing.contact,current,"tree,kanban,form,graph,pivot",kanban,,
300,,1,1,ir.actions.act_window,action,"list,form","{""en_US"": ""Mailing Lists""}","{""en_US"": ""<p class=\""o_view_nocontent_smiling_face\"">\n            Create a Mailing List\n          </p><p>\n            No need to import mailing lists, you can send mailings to contacts saved in other Odoo apps.\n          </p>\n        ""}",2024-04-18 07:41:18.402745,2024-04-18 07:41:18.402745,,,80,,,{},mailing.list,current,"kanban,tree,form",kanban,,
