id,sequence,create_uid,write_uid,create_variant,display_type,name,create_date,write_date,visibility
1,0,1,1,always,radio,"{""en_US"": ""Brand""}",2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337,visible
