id,field_id,sequence,create_uid,write_uid,value,name,create_date,write_date
1411,9343,3,,,cancel,"{""en_US"": ""Cancelled""}",,
1412,9377,0,,,upselling,"{""en_US"": ""Upselling Opportunity""}",,
1413,9377,1,,,invoiced,"{""en_US"": ""Fully Invoiced""}",,
1414,9377,2,,,to invoice,"{""en_US"": ""To Invoice""}",,
1415,9377,3,,,no,"{""en_US"": ""Nothing to Invoice""}",,
1416,9412,0,,,line_section,"{""en_US"": ""Section""}",,
1417,9412,1,,,line_note,"{""en_US"": ""Note""}",,
1418,9435,0,,,manual,"{""en_US"": ""Manual""}",,
1419,9435,1,,,analytic,"{""en_US"": ""Analytic From Expenses""}",,
1420,9441,0,,,upselling,"{""en_US"": ""Upselling Opportunity""}",,
1421,9441,1,,,invoiced,"{""en_US"": ""Fully Invoiced""}",,
1422,9441,2,,,to invoice,"{""en_US"": ""To Invoice""}",,
1423,9441,3,,,no,"{""en_US"": ""Nothing to Invoice""}",,
1424,9466,0,,,draft,"{""en_US"": ""Quotation""}",,
1425,9466,1,,,sent,"{""en_US"": ""Quotation Sent""}",,
1426,9466,2,,,sale,"{""en_US"": ""Sales Order""}",,
1427,9466,3,,,cancel,"{""en_US"": ""Cancelled""}",,
1428,9468,0,,,upselling,"{""en_US"": ""Upselling Opportunity""}",,
1429,9468,1,,,invoiced,"{""en_US"": ""Fully Invoiced""}",,
1430,9468,2,,,to invoice,"{""en_US"": ""To Invoice""}",,
1431,9468,3,,,no,"{""en_US"": ""Nothing to Invoice""}",,
1432,9477,0,,,sale.order,"{""en_US"": ""Sales Order""}",,
1433,9510,0,,,digital_signature,"{""en_US"": ""Electronic signature""}",,
1434,9510,1,,,stripe,"{""en_US"": ""Credit & Debit card (via Stripe)""}",,
1435,9510,2,,,paypal,"{""en_US"": ""PayPal""}",,
1436,9510,3,,,manual,"{""en_US"": ""Custom payment instructions""}",,
1437,9524,0,,,order,"{""en_US"": ""Invoice what is ordered""}",,
1438,9524,1,,,delivery,"{""en_US"": ""Invoice what is delivered""}",,
1439,9549,0,,,delivered,"{""en_US"": ""Regular invoice""}",,
1440,9549,1,,,percentage,"{""en_US"": ""Down payment (percentage)""}",,
1441,9549,2,,,fixed,"{""en_US"": ""Down payment (fixed amount)""}",,
1442,9595,0,,,sol_discount,"{""en_US"": ""On All Order Lines""}",,
1443,9595,1,,,so_discount,"{""en_US"": ""Global Discount""}",,
1444,9595,2,,,amount,"{""en_US"": ""Fixed Amount""}",,
1445,9658,0,,,simple_choice,"{""en_US"": ""Selection""}",,
1446,9658,1,,,text_box,"{""en_US"": ""Text Input""}",,
1447,9658,2,,,name,"{""en_US"": ""Name""}",,
1448,9658,3,,,email,"{""en_US"": ""Email""}",,
1449,9658,4,,,phone,"{""en_US"": ""Phone""}",,
1450,9658,5,,,company_name,"{""en_US"": ""Company""}",,
1451,9713,0,,,community,"{""en_US"": ""Community Menu""}",,
1452,9713,1,,,introduction,"{""en_US"": ""Introduction""}",,
1453,9713,2,,,location,"{""en_US"": ""Location""}",,
1454,9713,3,,,register,"{""en_US"": ""Register""}",,
1455,9726,0,,,none,"{""en_US"": ""None""}",,
1456,9726,1,,,paypal_only,"{""en_US"": ""Paypal Only""}",,
1457,9726,2,,,other_than_paypal,"{""en_US"": ""Other than Paypal""}",,
1458,9738,0,,,base_on_rule,"{""en_US"": ""Based on Rules""}",,
1459,9738,1,,,fixed,"{""en_US"": ""Fixed Price""}",,
1460,9739,0,,,rate,"{""en_US"": ""Get Rate""}",,
1461,9739,1,,,rate_and_ship,"{""en_US"": ""Get Rate and Create Shipment""}",,
1462,9745,0,,,estimated,"{""en_US"": ""Estimated cost""}",,
1463,9771,0,,,weight,"{""en_US"": ""Weight""}",,
1464,9771,1,,,volume,"{""en_US"": ""Volume""}",,
1465,9771,2,,,wv,"{""en_US"": ""Weight * Volume""}",,
1466,9771,3,,,price,"{""en_US"": ""Price""}",,
1467,9771,4,,,quantity,"{""en_US"": ""Quantity""}",,
1468,9772,0,,,==,"{""en_US"": ""=""}",,
1469,9772,1,,,<=,"{""en_US"": ""<=""}",,
1470,9772,2,,,<,"{""en_US"": ""<""}",,
1471,9772,3,,,>=,"{""en_US"": "">=""}",,
1472,9772,4,,,>,"{""en_US"": "">""}",,
1473,9776,0,,,weight,"{""en_US"": ""Weight""}",,
1474,9776,1,,,volume,"{""en_US"": ""Volume""}",,
1475,9776,2,,,wv,"{""en_US"": ""Weight * Volume""}",,
1476,9776,3,,,price,"{""en_US"": ""Price""}",,
1477,9776,4,,,quantity,"{""en_US"": ""Quantity""}",,
1478,5575,4,,,sale_quotation_count,"{""en_US"": ""Quotations""}",,
1479,5575,5,,,sale_invoiced_amount,"{""en_US"": ""Revenues""}",,
1480,9876,0,,,line_section,"{""en_US"": ""Section""}",,
1481,9876,1,,,line_note,"{""en_US"": ""Note""}",,
1482,4809,3,,,slides,"{""en_US"": ""Website / Slides""}",,
1483,9975,0,,,infographic,"{""en_US"": ""Image""}",,
1484,9975,1,,,article,"{""en_US"": ""Article""}",,
1485,9975,2,,,document,"{""en_US"": ""Document""}",,
1486,9975,3,,,video,"{""en_US"": ""Video""}",,
1487,9975,4,,,quiz,"{""en_US"": ""Quiz""}",,
1488,9976,0,,,local_file,"{""en_US"": ""Upload from Device""}",,
1489,9976,1,,,external,"{""en_US"": ""Retrieve from Google Drive""}",,
1490,9986,0,,,image,"{""en_US"": ""Image""}",,
1491,9986,1,,,article,"{""en_US"": ""Article""}",,
1492,9986,2,,,quiz,"{""en_US"": ""Quiz""}",,
1493,9986,3,,,pdf,"{""en_US"": ""PDF""}",,
1494,9986,4,,,sheet,"{""en_US"": ""Sheet (Excel, Google Sheet, ...)""}",,
1495,9986,5,,,doc,"{""en_US"": ""Document (Word, Google Doc, ...)""}",,
1496,9986,6,,,slides,"{""en_US"": ""Slides (PowerPoint, Google Slides, ...)""}",,
1497,9986,7,,,youtube_video,"{""en_US"": ""YouTube Video""}",,
1498,9986,8,,,google_drive_video,"{""en_US"": ""Google Drive Video""}",,
1499,9986,9,,,vimeo_video,"{""en_US"": ""Vimeo Video""}",,
1500,9990,0,,,youtube,"{""en_US"": ""YouTube""}",,
1501,9990,1,,,google_drive,"{""en_US"": ""Google Drive""}",,
1502,9990,2,,,vimeo,"{""en_US"": ""Vimeo""}",,
1503,10057,0,,,invited,"{""en_US"": ""Invite Sent""}",,
1504,10057,1,,,joined,"{""en_US"": ""Joined""}",,
1505,10057,2,,,ongoing,"{""en_US"": ""Ongoing""}",,
1506,10057,3,,,completed,"{""en_US"": ""Finished""}",,
1507,10094,0,,,overdue,"{""en_US"": ""Overdue""}",,
1508,10094,1,,,today,"{""en_US"": ""Today""}",,
1509,10094,2,,,planned,"{""en_US"": ""Planned""}",,
1510,10101,0,,,warning,"{""en_US"": ""Alert""}",,
1511,10101,1,,,danger,"{""en_US"": ""Error""}",,
1512,10121,0,,,top,"{""en_US"": ""Satisfied""}",,
1513,10121,1,,,ok,"{""en_US"": ""Okay""}",,
1514,10121,2,,,ko,"{""en_US"": ""Dissatisfied""}",,
1515,10121,3,,,none,"{""en_US"": ""No Rating yet""}",,
1516,10129,0,,,training,"{""en_US"": ""Training""}",,
1517,10129,1,,,documentation,"{""en_US"": ""Documentation""}",,
1518,10139,0,,,latest,"{""en_US"": ""Latest Created""}",,
1519,10139,1,,,most_voted,"{""en_US"": ""Most Voted""}",,
1520,10139,2,,,most_viewed,"{""en_US"": ""Most Viewed""}",,
1521,10139,3,,,specific,"{""en_US"": ""Select Manually""}",,
1522,10139,4,,,none,"{""en_US"": ""None""}",,
1523,10157,0,,,public,"{""en_US"": ""Open""}",,
1524,10157,1,,,invite,"{""en_US"": ""On Invitation""}",,
1525,10160,0,,,public,"{""en_US"": ""Everyone""}",,
1526,10160,1,,,connected,"{""en_US"": ""Signed In""}",,
1527,10160,2,,,members,"{""en_US"": ""Course Attendees""}",,
1528,10221,0,,,file,"{""en_US"": ""File""}",,
1529,10221,1,,,url,"{""en_US"": ""Link""}",,
1530,10283,0,,,to_pay,"{""en_US"": ""Not Sold""}",,
1531,10283,1,,,sold,"{""en_US"": ""Sold""}",,
1532,10283,2,,,free,"{""en_US"": ""Free""}",,
1533,6267,2,,,event,"{""en_US"": ""Event Ticket""}",,
1534,10306,0,,,draft,"{""en_US"": ""Unconfirmed""}",,
1535,10306,1,,,cancel,"{""en_US"": ""Cancelled""}",,
1536,10306,2,,,open,"{""en_US"": ""Confirmed""}",,
1537,10306,3,,,done,"{""en_US"": ""Attended""}",,
1538,10314,0,,,draft,"{""en_US"": ""Quotation""}",,
1539,10314,1,,,sent,"{""en_US"": ""Quotation Sent""}",,
1540,10314,2,,,sale,"{""en_US"": ""Sales Order""}",,
1541,10314,3,,,cancel,"{""en_US"": ""Cancelled""}",,
1542,10320,0,,,to_pay,"{""en_US"": ""Not Sold""}",,
1543,10320,1,,,sold,"{""en_US"": ""Sold""}",,
1544,10320,2,,,free,"{""en_US"": ""Free""}",,
1545,3441,2,,,course,"{""en_US"": ""Course""}",,
1546,9282,2,,,inside,"{""en_US"": ""Inside quote""}",,
1547,10386,0,,,visible,"{""en_US"": ""Visible""}",,
1548,10386,1,,,hidden,"{""en_US"": ""Hidden""}",,
1549,10500,0,,,top,"{""en_US"": ""Satisfied""}",,
1550,10500,1,,,ok,"{""en_US"": ""Okay""}",,
1551,10500,2,,,ko,"{""en_US"": ""Dissatisfied""}",,
1552,10500,3,,,none,"{""en_US"": ""No Rating yet""}",,
1553,10535,0,,,optional,"{""en_US"": ""Optional""}",,
1554,10535,1,,,disabled,"{""en_US"": ""Disabled (buy as guest)""}",,
1555,10535,2,,,mandatory,"{""en_US"": ""Mandatory (no guest checkout)""}",,
1556,10556,0,,,tax_excluded,"{""en_US"": ""Tax Excluded""}",,
1557,10556,1,,,tax_included,"{""en_US"": ""Tax Included""}",,
1558,10569,0,,,stay,"{""en_US"": ""Stay on Product Page""}",,
1559,10569,1,,,go_to_cart,"{""en_US"": ""Go to cart""}",,
1560,10570,0,,,optional,"{""en_US"": ""Optional""}",,
1561,10570,1,,,disabled,"{""en_US"": ""Disabled (buy as guest)""}",,
1562,10570,2,,,mandatory,"{""en_US"": ""Mandatory (no guest checkout)""}",,
1563,10571,0,,,carousel,"{""en_US"": ""Carousel""}",,
1564,10571,1,,,grid,"{""en_US"": ""Grid""}",,
1565,10573,0,,,none,"{""en_US"": ""Hidden""}",,
1566,10573,1,,,50_pc,"{""en_US"": ""50 %""}",,
1567,10573,2,,,66_pc,"{""en_US"": ""66 %""}",,
1568,10573,3,,,100_pc,"{""en_US"": ""100 %""}",,
1569,10574,0,,,none,"{""en_US"": ""None""}",,
1570,10574,1,,,small,"{""en_US"": ""Small""}",,
1571,10574,2,,,medium,"{""en_US"": ""Medium""}",,
1572,10574,3,,,big,"{""en_US"": ""Big""}",,
1573,9975,5,,,certification,"{""en_US"": ""Certification""}",,
1574,9986,10,,,certification,"{""en_US"": ""Certification""}",,
1575,9293,1,,,milestones,"{""en_US"": ""Project Milestones""}",,
1576,10620,0,,,no,"{""en_US"": ""Nothing""}",,
1577,10620,1,,,task_global_project,"{""en_US"": ""Task""}",,
1578,10620,2,,,task_in_project,"{""en_US"": ""Project & Task""}",,
1579,10620,3,,,project_only,"{""en_US"": ""Project""}",,
1580,9435,2,,,milestones,"{""en_US"": ""Milestones""}",,
1581,10569,2,,,force_dialog,"{""en_US"": ""Let the user decide (dialog)""}",,
1582,7539,4,,,code,"{""en_US"": ""Python Code""}",,
1583,10685,0,,,regular,"{""en_US"": ""Registered Business - Regular""}",,
1584,10685,1,,,composition,"{""en_US"": ""Registered Business - Composition""}",,
1585,10685,2,,,unregistered,"{""en_US"": ""Unregistered Business""}",,
1586,10685,3,,,consumer,"{""en_US"": ""Consumer""}",,
1587,10685,4,,,overseas,"{""en_US"": ""Overseas""}",,
1588,10685,5,,,special_economic_zone,"{""en_US"": ""Special Economic Zone""}",,
1589,10685,6,,,deemed_export,"{""en_US"": ""Deemed Export""}",,
1590,10685,7,,,uin_holders,"{""en_US"": ""UIN Holders""}",,
1591,10709,0,,,regular,"{""en_US"": ""Registered Business - Regular""}",,
1592,10709,1,,,composition,"{""en_US"": ""Registered Business - Composition""}",,
1593,10709,2,,,unregistered,"{""en_US"": ""Unregistered Business""}",,
1594,10709,3,,,consumer,"{""en_US"": ""Consumer""}",,
1595,10709,4,,,overseas,"{""en_US"": ""Overseas""}",,
1596,10709,5,,,special_economic_zone,"{""en_US"": ""Special Economic Zone""}",,
1597,10709,6,,,deemed_export,"{""en_US"": ""Deemed Export""}",,
1598,10709,7,,,uin_holders,"{""en_US"": ""UIN Holders""}",,
1599,10745,0,,,regular,"{""en_US"": ""Registered Business - Regular""}",,
1600,10745,1,,,composition,"{""en_US"": ""Registered Business - Composition""}",,
1601,10745,2,,,unregistered,"{""en_US"": ""Unregistered Business""}",,
1602,10745,3,,,consumer,"{""en_US"": ""Consumer""}",,
1603,10745,4,,,overseas,"{""en_US"": ""Overseas""}",,
1604,10745,5,,,special_economic_zone,"{""en_US"": ""Special Economic Zone""}",,
1605,10745,6,,,deemed_export,"{""en_US"": ""Deemed Export""}",,
1606,10745,7,,,uin_holders,"{""en_US"": ""UIN Holders""}",,
1607,10757,0,,,on_stage_set,"{""en_US"": ""Stage is set to""}",,
1608,10757,1,,,on_user_set,"{""en_US"": ""User is set""}",,
1609,10757,2,,,on_tag_set,"{""en_US"": ""Tag is added""}",,
1610,10757,3,,,on_state_set,"{""en_US"": ""State is set to""}",,
1611,10757,4,,,on_priority_set,"{""en_US"": ""Priority is set to""}",,
1612,10757,5,,,on_archive,"{""en_US"": ""On archived""}",,
1613,10757,6,,,on_unarchive,"{""en_US"": ""On unarchived""}",,
1614,10757,7,,,on_create_or_write,"{""en_US"": ""On save""}",,
1615,10757,8,,,on_create,"{""en_US"": ""On creation""}",,
1616,10757,9,,,on_write,"{""en_US"": ""On update""}",,
1617,10757,10,,,on_unlink,"{""en_US"": ""On deletion""}",,
1618,10757,11,,,on_change,"{""en_US"": ""On UI change""}",,
1619,10757,12,,,on_time,"{""en_US"": ""Based on date field""}",,
1620,10757,13,,,on_time_created,"{""en_US"": ""After creation""}",,
1621,10757,14,,,on_time_updated,"{""en_US"": ""After last update""}",,
1622,10757,15,,,on_message_received,"{""en_US"": ""On incoming message""}",,
1623,10757,16,,,on_message_sent,"{""en_US"": ""On outgoing message""}",,
1624,10757,17,,,on_webhook,"{""en_US"": ""On webhook""}",,
1625,10764,0,,,minutes,"{""en_US"": ""Minutes""}",,
1626,10764,1,,,hour,"{""en_US"": ""Hours""}",,
1627,10764,2,,,day,"{""en_US"": ""Days""}",,
1628,10764,3,,,month,"{""en_US"": ""Months""}",,
1629,339,2,,,base_automation,"{""en_US"": ""Automation Rule""}",,
1630,10809,0,,,draft,"{""en_US"": ""Draft""}",,
1631,10809,1,,,publish,"{""en_US"": ""Published""}",,
1632,10809,2,,,finish,"{""en_US"": ""Finished""}",,
1633,10809,3,,,cancel,"{""en_US"": ""Cancel""}",,
1634,10845,0,,,draft,"{""en_US"": ""Draft""}",,
1635,10845,1,,,submit,"{""en_US"": ""Submitted""}",,
1636,10845,2,,,reject,"{""en_US"": ""Rejected""}",,
1637,10845,3,,,change,"{""en_US"": ""Change Req.""}",,
1638,10845,4,,,accept,"{""en_US"": ""Accepted""}",,
1639,10862,0,,,sub,"{""en_US"": ""Subjective""}",,
1640,10862,1,,,attendance,"{""en_US"": ""Attendance""}",,
1641,10897,0,,,fixed_days,"{""en_US"": ""Fixed Fees of Days""}",,
1642,10897,1,,,fixed_date,"{""en_US"": ""Fixed Fees of Dates""}",,
1643,10901,0,,,before,"{""en_US"": ""Before""}",,
1644,10901,1,,,after,"{""en_US"": ""After""}",,
1645,10930,0,,,draft,"{""en_US"": ""Draft""}",,
1646,10930,1,,,invoice,"{""en_US"": ""Invoice Created""}",,
1647,10930,2,,,cancel,"{""en_US"": ""Cancel""}",,
1648,10946,0,,,student,"{""en_US"": ""Student""}",,
1649,10946,1,,,course,"{""en_US"": ""Course""}",,
1650,10956,0,,,overdue,"{""en_US"": ""Overdue""}",,
1651,10956,1,,,today,"{""en_US"": ""Today""}",,
1652,10956,2,,,planned,"{""en_US"": ""Planned""}",,
1653,10963,0,,,warning,"{""en_US"": ""Alert""}",,
1654,10963,1,,,danger,"{""en_US"": ""Error""}",,
1655,11000,0,,,draft,"{""en_US"": ""Draft""}",,
1656,11000,1,,,submit,"{""en_US"": ""Submitted""}",,
1657,11000,2,,,confirm,"{""en_US"": ""Confirmed""}",,
1658,11000,3,,,admission,"{""en_US"": ""Admission Confirm""}",,
1659,11000,4,,,reject,"{""en_US"": ""Rejected""}",,
1660,11000,5,,,pending,"{""en_US"": ""Pending""}",,
1661,11000,6,,,cancel,"{""en_US"": ""Cancelled""}",,
1662,11000,7,,,done,"{""en_US"": ""Done""}",,
1663,11007,0,,,m,"{""en_US"": ""Male""}",,
1664,11007,1,,,f,"{""en_US"": ""Female""}",,
1665,11007,2,,,o,"{""en_US"": ""Other""}",,
1666,11046,0,,,draft,"{""en_US"": ""Draft""}",,
1667,11046,1,,,confirm,"{""en_US"": ""Confirmed""}",,
1668,11046,2,,,cancel,"{""en_US"": ""Cancelled""}",,
1669,11046,3,,,application,"{""en_US"": ""Application Gathering""}",,
1670,11046,4,,,admission,"{""en_US"": ""Admission Process""}",,
1671,11046,5,,,done,"{""en_US"": ""Done""}",,
1672,11135,0,,,draft,"{""en_US"": ""Draft""}",,
1673,11135,1,,,confirm,"{""en_US"": ""Confirmed""}",,
1674,11135,2,,,done,"{""en_US"": ""Done""}",,
1675,11135,3,,,cancel,"{""en_US"": ""Canceled""}",,
1676,11139,0,,,monday,"{""en_US"": ""Monday""}",,
1677,11139,1,,,tuesday,"{""en_US"": ""Tuesday""}",,
1678,11139,2,,,wednesday,"{""en_US"": ""Wednesday""}",,
1679,11139,3,,,thursday,"{""en_US"": ""Thursday""}",,
1680,11139,4,,,friday,"{""en_US"": ""Friday""}",,
1681,11139,5,,,saturday,"{""en_US"": ""Saturday""}",,
1682,11139,6,,,sunday,"{""en_US"": ""Sunday""}",,
1683,11148,0,,,1,"{""en_US"": ""1""}",,
1684,11148,1,,,2,"{""en_US"": ""2""}",,
1685,11148,2,,,3,"{""en_US"": ""3""}",,
1686,11148,3,,,4,"{""en_US"": ""4""}",,
1687,11148,4,,,5,"{""en_US"": ""5""}",,
1688,11148,5,,,6,"{""en_US"": ""6""}",,
1689,11148,6,,,7,"{""en_US"": ""7""}",,
1690,11148,7,,,8,"{""en_US"": ""8""}",,
1691,11148,8,,,9,"{""en_US"": ""9""}",,
1692,11148,9,,,10,"{""en_US"": ""10""}",,
1693,11148,10,,,11,"{""en_US"": ""11""}",,
1694,11148,11,,,12,"{""en_US"": ""12""}",,
1695,11149,0,,,00,"{""en_US"": ""00""}",,
1696,11149,1,,,15,"{""en_US"": ""15""}",,
1697,11149,2,,,30,"{""en_US"": ""30""}",,
1698,11149,3,,,45,"{""en_US"": ""45""}",,
1699,11151,0,,,am,"{""en_US"": ""AM""}",,
1700,11151,1,,,pm,"{""en_US"": ""PM""}",,
1701,11188,0,,,0,"{""en_US"": ""Monday""}",,
1702,11188,1,,,1,"{""en_US"": ""Tuesday""}",,
1703,11188,2,,,2,"{""en_US"": ""Wednesday""}",,
1704,11188,3,,,3,"{""en_US"": ""Thursday""}",,
1705,11188,4,,,4,"{""en_US"": ""Friday""}",,
1706,11188,5,,,5,"{""en_US"": ""Saturday""}",,
1707,11188,6,,,6,"{""en_US"": ""Sunday""}",,
1708,11201,0,,,faculty,"{""en_US"": ""Faculty""}",,
1709,11201,1,,,student,"{""en_US"": ""Student""}",,
1710,11292,0,,,draft,"{""en_US"": ""Draft""}",,
1711,11292,1,,,start,"{""en_US"": ""Attendance Start""}",,
1712,11292,2,,,done,"{""en_US"": ""Attendance Taken""}",,
1713,11292,3,,,cancel,"{""en_US"": ""Cancelled""}",,
1714,11354,0,,,draft,"{""en_US"": ""Draft""}",,
1715,11354,1,,,schedule,"{""en_US"": ""Scheduled""}",,
1716,11354,2,,,held,"{""en_US"": ""Held""}",,
1717,11354,3,,,result_updated,"{""en_US"": ""Result Updated""}",,
1718,11354,4,,,cancel,"{""en_US"": ""Cancelled""}",,
1719,11354,5,,,done,"{""en_US"": ""Done""}",,
1720,11368,0,,,present,"{""en_US"": ""Present""}",,
1721,11368,1,,,absent,"{""en_US"": ""Absent""}",,
1722,11411,0,,,normal,"{""en_US"": ""Normal""}",,
1723,11411,1,,,grade,"{""en_US"": ""Grade""}",,
1724,11413,0,,,draft,"{""en_US"": ""Draft""}",,
1725,11413,1,,,schedule,"{""en_US"": ""Scheduled""}",,
1726,11413,2,,,held,"{""en_US"": ""Held""}",,
1727,11413,3,,,cancel,"{""en_US"": ""Cancelled""}",,
1728,11413,4,,,done,"{""en_US"": ""Done""}",,
1729,11446,0,,,pass,"{""en_US"": ""Pass""}",,
1730,11446,1,,,fail,"{""en_US"": ""Fail""}",,
1731,11471,0,,,draft,"{""en_US"": ""Draft""}",,
1732,11471,1,,,validated,"{""en_US"": ""Validated""}",,
1733,11471,2,,,cancelled,"{""en_US"": ""Cancelled""}",,
1734,11490,0,,,pass,"{""en_US"": ""Pass""}",,
1735,11490,1,,,fail,"{""en_US"": ""Fail""}",,
1736,11515,0,,,draft,"{""en_US"": ""Draft""}",,
1737,11515,1,,,result_generated,"{""en_US"": ""Result Generated""}",,
1738,11562,0,,,minimize,"{""en_US"": ""Minimize""}",,
1739,11562,1,,,maximize,"{""en_US"": ""Maximize""}",,
1740,11563,0,,,invisible,"{""en_US"": ""Invisible""}",,
1741,11563,1,,,small,"{""en_US"": ""Small""}",,
1742,11563,2,,,large,"{""en_US"": ""Large""}",,
1743,11566,0,,,side,"{""en_US"": ""Side""}",,
1744,11566,1,,,bottom,"{""en_US"": ""Bottom""}",,
1745,11634,0,,,student,"{""en_US"": ""Student""}",,
1746,11634,1,,,faculty,"{""en_US"": ""Faculty""}",,
1747,11680,0,,,student,"{""en_US"": ""Student""}",,
1748,11680,1,,,faculty,"{""en_US"": ""Faculty""}",,
1749,11690,0,,,available,"{""en_US"": ""Available""}",,
1750,11690,1,,,reserve,"{""en_US"": ""Reserved""}",,
1751,11690,2,,,issue,"{""en_US"": ""Issued""}",,
1752,11690,3,,,lost,"{""en_US"": ""Lost""}",,
1753,11690,4,,,return,"{""en_US"": ""Returned""}",,
1754,11690,5,,,return_done,"{""en_US"": ""Returned Done""}",,
1755,11722,0,,,draft,"{""en_US"": ""Draft""}",,
1756,11722,1,,,request,"{""en_US"": ""Requested""}",,
1757,11722,2,,,reject,"{""en_US"": ""Rejected""}",,
1758,11722,3,,,accept,"{""en_US"": ""Accepted""}",,
1759,11750,0,,,request,"{""en_US"": ""Request""}",,
1760,11750,1,,,accept,"{""en_US"": ""Accepted""}",,
1761,11750,2,,,reject,"{""en_US"": ""Rejected""}",,
1762,11783,0,,,available,"{""en_US"": ""Available""}",,
1763,11783,1,,,issue,"{""en_US"": ""Issued""}",,
1764,11813,0,,,student,"{""en_US"": ""Student""}",,
1765,11813,1,,,faculty,"{""en_US"": ""Faculty""}",,
