id,model,module,create_uid,write_uid,name,definition,type,message,write_date,create_date
738,384,58,1,1,digest_digest_res_users_rel_res_users_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
739,384,58,1,1,digest_digest_company_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
740,384,58,1,1,digest_digest_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
741,384,58,1,1,digest_digest_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
742,385,58,1,1,digest_tip_res_users_rel_digest_tip_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
743,385,58,1,1,digest_tip_res_users_rel_res_users_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
744,385,58,1,1,digest_tip_group_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
745,385,58,1,1,digest_tip_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
746,385,58,1,1,digest_tip_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
747,91,58,1,1,res_config_settings_digest_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
748,386,100,1,1,hr_resume_line_date_check,check((date_start <= date_end or date_end is null)),u,"{""en_US"": ""The start date must be anterior to the end date.""}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
749,389,100,1,1,hr_employee_skill__unique_skill,"unique(employee_id,skill_id)",u,"{""en_US"": ""Two levels for the same skill is not allowed""}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
750,390,100,1,1,hr_employee_skill_log__unique_skill_log,"unique(employee_id,department_id,skill_id,date)",u,"{""en_US"": ""Two levels for the same skill on the same day is not allowed""}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
751,391,100,1,1,hr_skill_level_check_level_progress,check(level_progress between 0 and 100),u,"{""en_US"": ""Progress should be a number between 0 and 100.""}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
752,356,100,1,1,hr_employee_hr_skill_rel_hr_employee_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
753,356,100,1,1,hr_employee_hr_skill_rel_hr_skill_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
754,386,100,1,1,hr_resume_line_employee_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
755,386,100,1,1,hr_resume_line_line_type_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
756,386,100,1,1,hr_resume_line_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
757,386,100,1,1,hr_resume_line_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
758,387,100,1,1,hr_resume_line_type_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
759,387,100,1,1,hr_resume_line_type_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
760,388,100,1,1,hr_skill_skill_type_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
761,388,100,1,1,hr_skill_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
762,388,100,1,1,hr_skill_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
763,389,100,1,1,hr_employee_skill_employee_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
764,389,100,1,1,hr_employee_skill_skill_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
765,389,100,1,1,hr_employee_skill_skill_level_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
766,389,100,1,1,hr_employee_skill_skill_type_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
767,389,100,1,1,hr_employee_skill_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
768,389,100,1,1,hr_employee_skill_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
769,390,100,1,1,hr_employee_skill_log_employee_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
770,390,100,1,1,hr_employee_skill_log_department_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
771,390,100,1,1,hr_employee_skill_log_skill_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
772,390,100,1,1,hr_employee_skill_log_skill_level_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
773,390,100,1,1,hr_employee_skill_log_skill_type_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
774,390,100,1,1,hr_employee_skill_log_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
775,390,100,1,1,hr_employee_skill_log_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
776,391,100,1,1,hr_skill_level_skill_type_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
777,391,100,1,1,hr_skill_level_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
778,391,100,1,1,hr_skill_level_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
779,392,100,1,1,hr_skill_type_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
780,392,100,1,1,hr_skill_type_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
781,395,100,1,1,hr_employee_hr_employee_cv_wizard_hr_employee_cv_wizard_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
782,395,100,1,1,hr_employee_hr_employee_cv_wizard_rel_hr_employee_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
783,395,100,1,1,hr_employee_cv_wizard_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
784,395,100,1,1,hr_employee_cv_wizard_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
785,397,415,1,1,spreadsheet_dashboard_group_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
786,397,415,1,1,spreadsheet_dashboard_group_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
787,398,415,1,1,res_groups_spreadsheet_dashboard__spreadsheet_dashboard_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
788,398,415,1,1,res_groups_spreadsheet_dashboard_rel_res_groups_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
789,398,415,1,1,spreadsheet_dashboard_dashboard_group_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
790,398,415,1,1,spreadsheet_dashboard_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
791,398,415,1,1,spreadsheet_dashboard_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
792,399,415,1,1,spreadsheet_dashboard_share_dashboard_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
793,399,415,1,1,spreadsheet_dashboard_share_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
794,399,415,1,1,spreadsheet_dashboard_share_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
795,408,507,1,1,website_domain_unique,unique(domain),u,"{""en_US"": ""Website Domain should be unique.""}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
796,97,507,1,1,res_users_login_key,"unique(login,website_id)",u,"{""en_US"": ""You can not have two users with the same login!""}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
797,423,507,1,1,website_visitor_access_token_unique,unique(access_token),u,"{""en_US"": ""Access token should be unique.""}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
798,18,507,1,1,ir_asset_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
799,18,507,1,1,ir_asset_theme_template_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
800,28,507,1,1,ir_attachment_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
801,28,507,1,1,ir_attachment_theme_template_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
802,408,507,1,1,website_lang_rel_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
803,408,507,1,1,website_lang_rel_lang_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
804,408,507,1,1,website_company_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
805,408,507,1,1,website_default_lang_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
806,408,507,1,1,website_user_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
807,408,507,1,1,website_theme_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
808,408,507,1,1,website_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
809,408,507,1,1,website_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
810,409,507,1,1,website_menu_page_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
811,409,507,1,1,website_menu_controller_page_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
812,409,507,1,1,website_menu_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
813,409,507,1,1,website_menu_parent_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
814,409,507,1,1,website_menu_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
815,409,507,1,1,website_menu_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
816,409,507,1,1,website_menu_theme_template_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
817,410,507,1,1,website_page_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
818,410,507,1,1,website_page_view_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
819,410,507,1,1,website_page_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
820,410,507,1,1,website_page_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
821,410,507,1,1,website_page_theme_template_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
822,411,507,1,1,website_route_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
823,411,507,1,1,website_route_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
824,412,507,1,1,website_rewrite_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
825,412,507,1,1,website_rewrite_route_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
826,412,507,1,1,website_rewrite_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
827,412,507,1,1,website_rewrite_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
828,16,507,1,1,ir_ui_view_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
829,16,507,1,1,ir_ui_view_theme_template_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
830,94,507,1,1,res_company_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
831,85,507,1,1,res_partner_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
832,97,507,1,1,res_users_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
833,91,507,1,1,res_config_settings_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
834,413,507,1,1,theme_ir_asset_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
835,413,507,1,1,theme_ir_asset_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
836,414,507,1,1,theme_ir_ui_view_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
837,414,507,1,1,theme_ir_ui_view_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
838,415,507,1,1,theme_ir_attachment_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
839,415,507,1,1,theme_ir_attachment_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
840,416,507,1,1,theme_website_menu_page_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
841,416,507,1,1,theme_website_menu_parent_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
842,416,507,1,1,theme_website_menu_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
843,416,507,1,1,theme_website_menu_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
844,417,507,1,1,theme_website_page_view_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
845,417,507,1,1,theme_website_page_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
846,417,507,1,1,theme_website_page_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
847,419,507,1,1,website_configurator_feature_page_view_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
848,419,507,1,1,website_configurator_feature_module_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
849,419,507,1,1,website_configurator_feature_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
850,419,507,1,1,website_configurator_feature_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
851,3,507,1,1,ir_model_website_form_default_field_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
852,421,507,1,1,website_snippet_filter_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
853,421,507,1,1,website_snippet_filter_action_server_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
854,421,507,1,1,website_snippet_filter_filter_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
855,421,507,1,1,website_snippet_filter_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
856,421,507,1,1,website_snippet_filter_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
857,422,507,1,1,website_track_visitor_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
858,422,507,1,1,website_track_page_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
859,423,507,1,1,website_visitor_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
860,423,507,1,1,website_visitor_partner_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
861,423,507,1,1,website_visitor_country_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
862,423,507,1,1,website_visitor_lang_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
863,423,507,1,1,website_visitor_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
864,423,507,1,1,website_visitor_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
865,424,507,1,1,website_controller_page_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
866,424,507,1,1,website_controller_page_view_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
867,424,507,1,1,website_controller_page_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
868,424,507,1,1,website_controller_page_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
869,110,507,1,1,base_language_install_website_rel_base_language_install_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
870,110,507,1,1,base_language_install_website_rel_website_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
871,425,507,1,1,website_robots_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
872,425,507,1,1,website_robots_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
873,427,443,1,1,op_batch_unique_batch_code,unique(code),u,"{""en_US"": ""Code should be unique per batch!""}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
874,428,443,1,1,op_category_unique_category_code,unique(code),u,"{""en_US"": ""Code should be unique per category!""}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
875,429,443,1,1,op_course_unique_course_code,unique(code),u,"{""en_US"": ""Code should be unique per course!""}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
876,432,443,1,1,op_student_course_unique_name_roll_number_id,"unique(roll_number,course_id,batch_id,student_id)",u,"{""en_US"": ""Roll Number & Student must be unique per Batch!""}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
877,432,443,1,1,op_student_course_unique_name_roll_number_course_id,"unique(roll_number,course_id,batch_id)",u,"{""en_US"": ""Roll Number must be unique per Batch!""}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
878,432,443,1,1,op_student_course_unique_name_roll_number_student_id,"unique(student_id,course_id,batch_id)",u,"{""en_US"": ""Student must be unique per Batch!""}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
879,433,443,1,1,op_student_unique_gr_no,unique(gr_no),u,"{""en_US"": ""Registration Number must be unique per student!""}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
880,434,443,1,1,op_subject_unique_subject_code,unique(code),u,"{""en_US"": ""Code should be unique per subject!""}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
881,427,443,1,1,op_batch_course_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
882,427,443,1,1,op_batch_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
883,427,443,1,1,op_batch_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
884,428,443,1,1,op_category_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
885,428,443,1,1,op_category_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
886,429,443,1,1,op_course_op_subject_rel_op_course_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
887,429,443,1,1,op_course_op_subject_rel_op_subject_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
888,429,443,1,1,op_course_parent_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
889,429,443,1,1,op_course_department_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
890,429,443,1,1,op_course_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
891,429,443,1,1,op_course_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
892,430,443,1,1,op_faculty_op_subject_rel_op_faculty_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
893,430,443,1,1,op_faculty_op_subject_rel_op_subject_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
894,430,443,1,1,op_department_op_faculty_rel_op_faculty_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
895,430,443,1,1,op_department_op_faculty_rel_op_department_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
896,430,443,1,1,op_faculty_partner_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
897,430,443,1,1,op_faculty_nationality_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
898,430,443,1,1,op_faculty_emergency_contact_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
899,430,443,1,1,op_faculty_emp_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
900,430,443,1,1,op_faculty_main_department_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
901,430,443,1,1,op_faculty_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
902,430,443,1,1,op_faculty_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
903,431,443,1,1,op_department_parent_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
904,431,443,1,1,op_department_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
905,431,443,1,1,op_department_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
906,97,443,1,1,res_user_first_rel1_user_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
907,97,443,1,1,res_user_first_rel1_res_user_second_rel1_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
908,97,443,1,1,op_department_res_users_rel_res_users_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
909,97,443,1,1,op_department_res_users_rel_op_department_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
910,97,443,1,1,res_users_student_line_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
911,97,443,1,1,res_users_dept_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
912,432,443,1,1,op_student_course_op_subject_rel_op_student_course_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
913,432,443,1,1,op_student_course_op_subject_rel_op_subject_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
914,432,443,1,1,op_student_course_student_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
915,432,443,1,1,op_student_course_course_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
916,432,443,1,1,op_student_course_batch_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
917,432,443,1,1,op_student_course_academic_years_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
918,432,443,1,1,op_student_course_academic_term_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
919,432,443,1,1,op_student_course_create_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
920,432,443,1,1,op_student_course_write_uid_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
921,433,443,1,1,op_student_nationality_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
922,433,443,1,1,op_student_emergency_contact_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
923,433,443,1,1,op_student_partner_id_fkey,,f,"{""en_US"": null}",2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
