id,state,country,create_uid,write_uid,name,street,street2,zip,city,email,phone,bic,active,create_date,write_date
1,,,1,1,Reserve,,,,,,,,f,2024-04-18 07:38:41.908233,2024-04-18 07:38:41.908233
