id,create_uid,write_uid,name,header_background_color,title_color,button_background_color,button_text_color,button_text,default_message,input_placeholder,create_date,write_date,website_description,is_published
1,1,1,YourWebsite.com,#875A7B,#FFFFFF,#875A7B,#FFFFFF,"{""en_US"": ""Have a Question? Chat with us.""}","{""en_US"": ""Hello, how may I help you?""}",,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459,,
