id,academic_year_id,parent_term,company_id,create_uid,write_uid,name,term_start_date,term_end_date,create_date,write_date
3,2,,1,2,2,Grade-8,2024-05-01,2024-05-31,2024-04-24 08:38:23.241107,2024-04-24 08:38:23.241107
