id,parent_id,color,sequence,create_uid,write_uid,parent_path,complete_name,name,description,create_date,write_date
1,,4,10,1,1,1/,Projects,"{""en_US"": ""Projects""}",,2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521
