id,create_uid,write_uid,name,create_date,write_date
1,1,1,"{""en_US"": ""European Union""}",2024-04-18 07:38:41.908233,2024-04-18 07:38:41.908233
2,1,1,"{""en_US"": ""South America""}",2024-04-18 07:38:41.908233,2024-04-18 07:38:41.908233
3,1,1,"{""en_US"": ""SEPA Countries""}",2024-04-18 07:38:41.908233,2024-04-18 07:38:41.908233
4,1,1,"{""en_US"": ""Gulf Cooperation Council (GCC)""}",2024-04-18 07:38:41.908233,2024-04-18 07:38:41.908233
5,1,1,"{""en_US"": ""Eurasian Economic Union""}",2024-04-18 07:38:41.908233,2024-04-18 07:38:41.908233
6,1,1,"{""en_US"": ""Switzerland and Liechtenstein""}",2024-04-18 07:38:41.908233,2024-04-18 07:38:41.908233
