id,source_id,operator_partner_id,create_uid,write_uid,title,active,create_date,write_date
1,10,7,1,1,"{""en_US"": ""Welcome Bot""}",t,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
