id,create_uid,write_uid,name,create_date,write_date
1,1,1,"{""en_US"": ""Unit""}",2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522
2,1,1,"{""en_US"": ""Weight""}",2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522
3,1,1,"{""en_US"": ""Working Time""}",2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522
4,1,1,"{""en_US"": ""Length / Distance""}",2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522
5,1,1,"{""en_US"": ""Surface""}",2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522
6,1,1,"{""en_US"": ""Volume""}",2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522
