id,relation_field_id,model_id,related_field_id,size,create_uid,write_uid,name,complete_name,model,relation,relation_field,ttype,related,state,on_delete,domain,relation_table,column1,column2,depends,currency_field,field_description,help,compute,copied,required,readonly,index,translate,group_expand,selectable,store,sanitize,sanitize_overridable,sanitize_tags,sanitize_attributes,sanitize_style,sanitize_form,strip_style,strip_classes,create_date,write_date,tracking,website_form_blacklisted
6151,,507,,,,,_barcode_scanned,,barcodes.barcode_events_mixin,,,char,,base,,,,,,,,"{""en_US"": ""Barcode Scanned""}","{""en_US"": ""Value of the last barcode scanned.""}",,t,f,f,f,f,,f,f,,,,,,,,,,,,t
6152,,508,,,,,name,,barcode.nomenclature,,,char,,base,,,,,,,,"{""en_US"": ""Barcode Nomenclature""}","{""en_US"": ""An internal identification of the barcode nomenclature""}",,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6153,,508,,,,,rule_ids,,barcode.nomenclature,barcode.rule,barcode_nomenclature_id,one2many,,base,,,,,,,,"{""en_US"": ""Rules""}","{""en_US"": ""The list of barcode rules""}",,f,f,f,f,f,,t,t,,,,,,,,,,,,t
6154,,508,,,,,upc_ean_conv,,barcode.nomenclature,,,selection,,base,,,,,,,,"{""en_US"": ""UPC/EAN Conversion""}","{""en_US"": ""UPC Codes can be converted to EAN by prefixing them with a zero. This setting determines if a UPC/EAN barcode should be automatically converted in one way or another when trying to match a rule with the other encoding.""}",,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6155,,508,,,,,id,,barcode.nomenclature,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6156,,508,,,,,display_name,,barcode.nomenclature,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6157,,508,,,,,create_uid,,barcode.nomenclature,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6158,,508,,,,,create_date,,barcode.nomenclature,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6159,,508,,,,,write_uid,,barcode.nomenclature,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6160,,508,,,,,write_date,,barcode.nomenclature,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6161,,509,,,,,name,,barcode.rule,,,char,,base,,,,,,,,"{""en_US"": ""Rule Name""}","{""en_US"": ""An internal identification for this barcode nomenclature rule""}",,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6162,,509,,,,,barcode_nomenclature_id,,barcode.rule,barcode.nomenclature,,many2one,,base,set null,,,,,,,"{""en_US"": ""Barcode Nomenclature""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6163,,509,,,,,sequence,,barcode.rule,,,integer,,base,,,,,,,,"{""en_US"": ""Sequence""}","{""en_US"": ""Used to order rules such that rules with a smaller sequence match first""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6164,,509,,,,,encoding,,barcode.rule,,,selection,,base,,,,,,,,"{""en_US"": ""Encoding""}","{""en_US"": ""This rule will apply only if the barcode is encoded with the specified encoding""}",,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6165,,509,,,,,type,,barcode.rule,,,selection,,base,,,,,,,,"{""en_US"": ""Type""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6166,,509,,,,,pattern,,barcode.rule,,,char,,base,,,,,,,,"{""en_US"": ""Barcode Pattern""}","{""en_US"": ""The barcode matching pattern""}",,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6167,,509,,,,,alias,,barcode.rule,,,char,,base,,,,,,,,"{""en_US"": ""Alias""}","{""en_US"": ""The matched pattern will alias to this barcode""}",,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6168,,509,,,,,id,,barcode.rule,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6169,,509,,,,,display_name,,barcode.rule,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6170,,509,,,,,create_uid,,barcode.rule,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6171,,509,,,,,create_date,,barcode.rule,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6172,,509,,,,,write_uid,,barcode.rule,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6173,,509,,,,,write_date,,barcode.rule,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6174,,94,,,,,nomenclature_id,,res.company,barcode.nomenclature,,many2one,,base,set null,,,,,,,"{""en_US"": ""Nomenclature""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6175,,510,,,,,onboarding_state,,onboarding.progress,,,selection,,base,,,,,,,,"{""en_US"": ""Onboarding progress""}",,,f,f,t,f,f,,t,t,,,,,,,,,,,,t
6176,,510,,,,,is_onboarding_closed,,onboarding.progress,,,boolean,,base,,,,,,,,"{""en_US"": ""Was panel closed?""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6177,,510,,,,,company_id,,onboarding.progress,res.company,,many2one,,base,cascade,,,,,,,"{""en_US"": ""Company""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6178,,510,,,,,onboarding_id,,onboarding.progress,onboarding.onboarding,,many2one,,base,cascade,,,,,,,"{""en_US"": ""Related onboarding tracked""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6179,,510,,,,,progress_step_ids,,onboarding.progress,onboarding.progress.step,,many2many,,base,,,onboarding_progress_onboarding_progress_step_rel,onboarding_progress_id,onboarding_progress_step_id,,,"{""en_US"": ""Progress Steps Trackers""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6180,,510,,,,,id,,onboarding.progress,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6181,,510,,,,,display_name,,onboarding.progress,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6182,,510,,,,,create_uid,,onboarding.progress,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6183,,510,,,,,create_date,,onboarding.progress,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6184,,510,,,,,write_uid,,onboarding.progress,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6185,,510,,,,,write_date,,onboarding.progress,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6186,,511,,,,,name,,onboarding.onboarding,,,char,,base,,,,,,,,"{""en_US"": ""Name of the onboarding""}",,,t,f,f,f,t,,t,t,,,,,,,,,,,,t
6187,,511,,,,,route_name,,onboarding.onboarding,,,char,,base,,,,,,,,"{""en_US"": ""One word name""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6188,,511,,,,,step_ids,,onboarding.onboarding,onboarding.onboarding.step,,many2many,,base,,,onboarding_onboarding_onboarding_onboarding_step_rel,onboarding_onboarding_id,onboarding_onboarding_step_id,,,"{""en_US"": ""Onboarding steps""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6189,,511,,,,,text_completed,,onboarding.onboarding,,,char,,base,,,,,,,,"{""en_US"": ""Message at completion""}","{""en_US"": ""Text shown on onboarding when completed""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6190,,511,,,,,is_per_company,,onboarding.onboarding,,,boolean,,base,,,,,,,,"{""en_US"": ""Should be done per company?""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6191,,511,,,,,panel_close_action_name,,onboarding.onboarding,,,char,,base,,,,,,,,"{""en_US"": ""Closing action""}","{""en_US"": ""Name of the onboarding model action to execute when closing the panel.""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6192,,511,,,,,current_progress_id,,onboarding.onboarding,onboarding.progress,,many2one,,base,set null,,,,,,,"{""en_US"": ""Onboarding Progress""}","{""en_US"": ""Onboarding Progress for the current context (company).""}",,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6193,,511,,,,,current_onboarding_state,,onboarding.onboarding,,,selection,,base,,,,,,,,"{""en_US"": ""Completion State""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6194,,511,,,,,is_onboarding_closed,,onboarding.onboarding,,,boolean,,base,,,,,,,,"{""en_US"": ""Was panel closed?""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6195,,511,,,,,progress_ids,,onboarding.onboarding,onboarding.progress,onboarding_id,one2many,,base,,,,,,,,"{""en_US"": ""Onboarding Progress Records""}","{""en_US"": ""All Onboarding Progress Records (across companies).""}",,f,f,t,f,f,,t,t,,,,,,,,,,,,t
6196,,511,,,,,sequence,,onboarding.onboarding,,,integer,,base,,,,,,,,"{""en_US"": ""Sequence""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6197,,511,,,,,id,,onboarding.onboarding,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6198,,511,,,,,display_name,,onboarding.onboarding,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6199,,511,,,,,create_uid,,onboarding.onboarding,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6200,,511,,,,,create_date,,onboarding.onboarding,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6201,,511,,,,,write_uid,,onboarding.onboarding,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6202,,511,,,,,write_date,,onboarding.onboarding,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6203,,512,,,,,onboarding_ids,,onboarding.onboarding.step,onboarding.onboarding,,many2many,,base,,,onboarding_onboarding_onboarding_onboarding_step_rel,onboarding_onboarding_step_id,onboarding_onboarding_id,,,"{""en_US"": ""Onboardings""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6204,,512,,,,,title,,onboarding.onboarding.step,,,char,,base,,,,,,,,"{""en_US"": ""Title""}",,,t,f,f,f,t,,t,t,,,,,,,,,,,,t
6205,,512,,,,,description,,onboarding.onboarding.step,,,char,,base,,,,,,,,"{""en_US"": ""Description""}",,,t,f,f,f,t,,t,t,,,,,,,,,,,,t
6206,,512,,,,,button_text,,onboarding.onboarding.step,,,char,,base,,,,,,,,"{""en_US"": ""Button text""}","{""en_US"": ""Text on the panel's button to start this step""}",,t,t,f,f,t,,t,t,,,,,,,,,,,,t
6207,,512,,,,,done_icon,,onboarding.onboarding.step,,,char,,base,,,,,,,,"{""en_US"": ""Font Awesome Icon when completed""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6208,,512,,,,,done_text,,onboarding.onboarding.step,,,char,,base,,,,,,,,"{""en_US"": ""Text to show when step is completed""}",,,t,f,f,f,t,,t,t,,,,,,,,,,,,t
6209,,512,,,,,step_image,,onboarding.onboarding.step,,,binary,,base,,,,,,,,"{""en_US"": ""Step Image""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6210,,512,,,,,step_image_filename,,onboarding.onboarding.step,,,char,,base,,,,,,,,"{""en_US"": ""Step Image Filename""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6211,,512,,,,,step_image_alt,,onboarding.onboarding.step,,,char,,base,,,,,,,,"{""en_US"": ""Alt Text for the Step Image""}","{""en_US"": ""Show when impossible to load the image""}",,t,f,f,f,t,,t,t,,,,,,,,,,,,t
6212,,512,,,,,panel_step_open_action_name,,onboarding.onboarding.step,,,char,,base,,,,,,,,"{""en_US"": ""Opening action""}","{""en_US"": ""Name of the onboarding step model action to execute when opening the step, e.g. action_open_onboarding_1_step_1""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6213,,512,,,,,current_progress_step_id,,onboarding.onboarding.step,onboarding.progress.step,,many2one,,base,set null,,,,,,,"{""en_US"": ""Step Progress""}","{""en_US"": ""Onboarding Progress Step for the current context (company).""}",,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6214,,512,,,,,current_step_state,,onboarding.onboarding.step,,,selection,,base,,,,,,,,"{""en_US"": ""Completion State""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6215,,512,,,,,progress_ids,,onboarding.onboarding.step,onboarding.progress.step,step_id,one2many,,base,,,,,,,,"{""en_US"": ""Onboarding Progress Step Records""}","{""en_US"": ""All related Onboarding Progress Step Records (across companies)""}",,f,f,t,f,f,,t,t,,,,,,,,,,,,t
6216,,512,,,,,is_per_company,,onboarding.onboarding.step,,,boolean,,base,,,,,,,,"{""en_US"": ""Is per company""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6217,,512,,,,,sequence,,onboarding.onboarding.step,,,integer,,base,,,,,,,,"{""en_US"": ""Sequence""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6218,,512,,,,,id,,onboarding.onboarding.step,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6219,,512,,,,,display_name,,onboarding.onboarding.step,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6220,,512,,,,,create_uid,,onboarding.onboarding.step,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6221,,512,,,,,create_date,,onboarding.onboarding.step,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6222,,512,,,,,write_uid,,onboarding.onboarding.step,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6223,,512,,,,,write_date,,onboarding.onboarding.step,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6224,,513,,,,,progress_ids,,onboarding.progress.step,onboarding.progress,,many2many,,base,,,onboarding_progress_onboarding_progress_step_rel,onboarding_progress_step_id,onboarding_progress_id,,,"{""en_US"": ""Related Onboarding Progress Tracker""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6225,,513,,,,,step_state,,onboarding.progress.step,,,selection,,base,,,,,,,,"{""en_US"": ""Onboarding Step Progress""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6226,,513,,,,,step_id,,onboarding.progress.step,onboarding.onboarding.step,,many2one,,base,cascade,,,,,,,"{""en_US"": ""Onboarding Step""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6227,,513,,,,,company_id,,onboarding.progress.step,res.company,,many2one,,base,cascade,,,,,,,"{""en_US"": ""Company""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6228,,513,,,,,id,,onboarding.progress.step,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6229,,513,,,,,display_name,,onboarding.progress.step,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6230,,513,,,,,create_uid,,onboarding.progress.step,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6231,,513,,,,,create_date,,onboarding.progress.step,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6232,,513,,,,,write_uid,,onboarding.progress.step,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6233,,513,,,,,write_date,,onboarding.progress.step,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
6234,,514,,,,,image_1920,,product.template,,,binary,,base,,,,,,,,"{""en_US"": ""Image""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6235,,514,,,,,image_1024,,product.template,,,binary,image_1920,base,,,,,,,,"{""en_US"": ""Image 1024""}",,,f,f,t,f,f,,t,t,,,,,,,,,,,,t
6236,,514,,,,,image_512,,product.template,,,binary,image_1920,base,,,,,,,,"{""en_US"": ""Image 512""}",,,f,f,t,f,f,,t,t,,,,,,,,,,,,t
6237,,514,,,,,image_256,,product.template,,,binary,image_1920,base,,,,,,,,"{""en_US"": ""Image 256""}",,,f,f,t,f,f,,t,t,,,,,,,,,,,,t
6238,,514,,,,,image_128,,product.template,,,binary,image_1920,base,,,,,,,,"{""en_US"": ""Image 128""}",,,f,f,t,f,f,,t,t,,,,,,,,,,,,t
6239,,514,,,,,activity_ids,,product.template,mail.activity,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Activities""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
6240,,514,,,,,activity_state,,product.template,,,selection,,base,,,,,,,,"{""en_US"": ""Activity State""}","{""en_US"": ""Status based on activities\nOverdue: Due date is already passed\nToday: Activity date is today\nPlanned: Future activities.""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6241,,514,,,,,activity_user_id,,product.template,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Responsible User""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6242,,514,,,,,activity_type_id,,product.template,mail.activity.type,,many2one,activity_ids.activity_type_id,base,,,,,,,,"{""en_US"": ""Next Activity Type""}",,,f,f,f,f,f,,t,f,,,,,,,,,,,,t
6243,,514,,,,,activity_type_icon,,product.template,,,char,activity_ids.icon,base,,,,,,,,"{""en_US"": ""Activity Type Icon""}","{""en_US"": ""Font awesome icon e.g. fa-tasks""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6244,,514,,,,,activity_date_deadline,,product.template,,,date,,base,,,,,,,,"{""en_US"": ""Next Activity Deadline""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6245,,514,,,,,my_activity_date_deadline,,product.template,,,date,,base,,,,,,,,"{""en_US"": ""My Activity Deadline""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6246,,514,,,,,activity_summary,,product.template,,,char,activity_ids.summary,base,,,,,,,,"{""en_US"": ""Next Activity Summary""}",,,f,f,f,f,f,,t,f,,,,,,,,,,,,t
6247,,514,,,,,activity_exception_decoration,,product.template,,,selection,,base,,,,,,,,"{""en_US"": ""Activity Exception Decoration""}","{""en_US"": ""Type of the exception activity on record.""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6248,,514,,,,,activity_exception_icon,,product.template,,,char,,base,,,,,,,,"{""en_US"": ""Icon""}","{""en_US"": ""Icon to indicate an exception activity.""}",,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6249,,514,,,,,message_is_follower,,product.template,,,boolean,,base,,,,,,,,"{""en_US"": ""Is Follower""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6250,,514,,,,,message_follower_ids,,product.template,mail.followers,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Followers""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
6251,,514,,,,,message_partner_ids,,product.template,res.partner,,many2many,,base,,,,,,,,"{""en_US"": ""Followers (Partners)""}",,,f,f,f,f,f,,t,f,,,,,,,,,,,,t
6252,,514,,,,,message_ids,,product.template,mail.message,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Messages""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
6253,,514,,,,,has_message,,product.template,,,boolean,,base,,,,,,,,"{""en_US"": ""Has Message""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6254,,514,,,,,message_needaction,,product.template,,,boolean,,base,,,,,,,,"{""en_US"": ""Action Needed""}","{""en_US"": ""If checked, new messages require your attention.""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6255,,514,,,,,message_needaction_counter,,product.template,,,integer,,base,,,,,,,,"{""en_US"": ""Number of Actions""}","{""en_US"": ""Number of messages requiring action""}",,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6256,,514,,,,,message_has_error,,product.template,,,boolean,,base,,,,,,,,"{""en_US"": ""Message Delivery error""}","{""en_US"": ""If checked, some messages have a delivery error.""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6257,,514,,,,,message_has_error_counter,,product.template,,,integer,,base,,,,,,,,"{""en_US"": ""Number of errors""}","{""en_US"": ""Number of messages with delivery error""}",,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6258,,514,,,,,message_attachment_count,,product.template,,,integer,,base,,,,,,,,"{""en_US"": ""Attachment Count""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6259,,514,,,,,rating_ids,,product.template,rating.rating,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Ratings""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
6260,,514,,,,,website_message_ids,,product.template,mail.message,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Website Messages""}","{""en_US"": ""Website communication history""}",,f,f,f,f,f,,t,t,,,,,,,,,,,,t
6261,,514,,,,,message_has_sms_error,,product.template,,,boolean,,base,,,,,,,,"{""en_US"": ""SMS Delivery error""}","{""en_US"": ""If checked, some messages have a delivery error.""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
6262,,514,,,,,name,,product.template,,,char,,base,,,,,,,,"{""en_US"": ""Name""}",,,t,t,f,t,t,,t,t,,,,,,,,,,,,t
6263,,514,,,,,sequence,,product.template,,,integer,,base,,,,,,,,"{""en_US"": ""Sequence""}","{""en_US"": ""Gives the sequence order when displaying a product list""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6264,,514,,,,,description,,product.template,,,html,,base,,,,,,,,"{""en_US"": ""Description""}",,,t,f,f,f,t,,t,t,t,f,t,t,f,t,f,f,,,,t
6265,,514,,,,,description_purchase,,product.template,,,text,,base,,,,,,,,"{""en_US"": ""Purchase Description""}",,,t,f,f,f,t,,t,t,,,,,,,,,,,,t
6266,,514,,,,,description_sale,,product.template,,,text,,base,,,,,,,,"{""en_US"": ""Sales Description""}","{""en_US"": ""A description of the Product that you want to communicate to your customers. This description will be copied to every Sales Order, Delivery Order and Customer Invoice/Credit Note""}",,t,f,f,f,t,,t,t,,,,,,,,,,,,t
6267,,514,,,,,detailed_type,,product.template,,,selection,,base,,,,,,,,"{""en_US"": ""Product Type""}","{""en_US"": ""A storable product is a product for which you manage stock. The Inventory app has to be installed.\nA consumable product is a product for which stock is not managed.\nA service is a non-material product you provide.""}",,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6268,,514,,,,,type,,product.template,,,selection,,base,,,,,,,,"{""en_US"": ""Type""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6269,,514,,,,,categ_id,,product.template,product.category,,many2one,,base,restrict,,,,,,,"{""en_US"": ""Product Category""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6270,,514,,,,,currency_id,,product.template,res.currency,,many2one,,base,set null,,,,,,,"{""en_US"": ""Currency""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6271,,514,,,,,cost_currency_id,,product.template,res.currency,,many2one,,base,set null,,,,,,,"{""en_US"": ""Cost Currency""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6272,,514,,,,,list_price,,product.template,,,float,,base,,,,,,,,"{""en_US"": ""Sales Price""}","{""en_US"": ""Price at which the product is sold to customers.""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6273,,514,,,,,standard_price,,product.template,,,float,,base,,,,,,,,"{""en_US"": ""Cost""}","{""en_US"": ""Value of the product (automatically computed in AVCO).\n        Used to value the product when the purchase cost is not known (e.g. inventory adjustment).\n        Used to compute margins on sale orders.""}",,f,f,f,f,f,,t,f,,,,,,,,,,,,t
6274,,514,,,,,volume,,product.template,,,float,,base,,,,,,,,"{""en_US"": ""Volume""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
6275,,514,,,,,volume_uom_name,,product.template,,,char,,base,,,,,,,,"{""en_US"": ""Volume unit of measure label""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6276,,514,,,,,weight,,product.template,,,float,,base,,,,,,,,"{""en_US"": ""Weight""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
6277,,514,,,,,weight_uom_name,,product.template,,,char,,base,,,,,,,,"{""en_US"": ""Weight unit of measure label""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
6278,,514,,,,,sale_ok,,product.template,,,boolean,,base,,,,,,,,"{""en_US"": ""Can be Sold""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6279,,514,,,,,purchase_ok,,product.template,,,boolean,,base,,,,,,,,"{""en_US"": ""Can be Purchased""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
6280,,514,,,,,uom_id,,product.template,uom.uom,,many2one,,base,restrict,,,,,,,"{""en_US"": ""Unit of Measure""}","{""en_US"": ""Default unit of measure used for all stock operations.""}",,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6281,,514,,,,,uom_name,,product.template,,,char,uom_id.name,base,,,,,,,,"{""en_US"": ""Unit of Measure Name""}",,,f,f,t,f,t,,t,f,,,,,,,,,,,,t
6282,,514,,,,,uom_po_id,,product.template,uom.uom,,many2one,,base,restrict,,,,,,,"{""en_US"": ""Purchase UoM""}","{""en_US"": ""Default unit of measure used for purchase orders. It must be in the same category as the default unit of measure.""}",,t,t,f,f,f,,t,t,,,,,,,,,,,,t
6283,,514,,,,,company_id,,product.template,res.company,,many2one,,base,set null,,,,,,,"{""en_US"": ""Company""}",,,t,f,f,t,f,,t,t,,,,,,,,,,,,t
6284,,514,,,,,packaging_ids,,product.template,product.packaging,,one2many,,base,,,,,,,,"{""en_US"": ""Product Packages""}","{""en_US"": ""Gives the different ways to package the same product.""}",,f,f,f,f,f,,f,f,,,,,,,,,,,,t
6285,,514,,,,,seller_ids,,product.template,product.supplierinfo,product_tmpl_id,one2many,,base,,,,,,,,"{""en_US"": ""Vendors""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
6286,,514,,,,,variant_seller_ids,,product.template,product.supplierinfo,product_tmpl_id,one2many,,base,,,,,,,,"{""en_US"": ""Variant Seller""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
6287,,514,,,,,active,,product.template,,,boolean,,base,,,,,,,,"{""en_US"": ""Active""}","{""en_US"": ""If unchecked, it will allow you to hide the product without removing it.""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
